0,1,2
301,49.0,48.0
297,53.0,65.0
209,43.0,65.0
261,59.0,60.0
281,62.0,57.0
176,61.0,67.0
192,67.0,69.0
220,50.0,59.0
322,22.0,42.0
325,31.0,51.0
344,35.0,44.0
320,24.0,40.0
304,24.0,35.0
340,27.0,50.0
734,51.0,108.0
848,47.0,111.0
484,30.0,127.0
892,35.0,97.0
496,27.0,134.0
591,41.0,138.0
3506,272.0,541.0
3651,227.0,480.0
2353,173.0,328.0
2778,223.0,319.0
3982,254.0,481.0
709,100.0,158.0
786,33.0,156.0
835,38.0,157.0
1053,40.0,168.0
1013,35.0,164.0
866,44.0,177.0
760,34.0,136.0
467,29.0,72.0
406,33.0,105.0
451,35.0,76.0
445,37.0,70.0
409,44.0,107.0
433,34.0,91.0
399,39.0,44.0
409,61.0,81.0
439,52.0,88.0
386,39.0,59.0
418,66.0,104.0
403,49.0,43.0
335,26.0,53.0
337,14.0,60.0
340,19.0,63.0
352,16.0,91.0
331,22.0,67.0
364,21.0,77.0
485,41.0,79.0
466,41.0,77.0
523,35.0,75.0
547,33.0,71.0
560,28.0,63.0
154,18.0,32.0
155,20.0,34.0
166,24.0,42.0
167,29.0,52.0
158,25.0,49.0
378,35.0,81.0
296,29.0,80.0
326,37.0,85.0
377,35.0,67.0
277,27.0,83.0
377,31.0,70.0
740,32.0,137.0
760,40.0,148.0
716,41.0,150.0
719,46.0,162.0
724,48.0,156.0
722,34.0,128.0
